Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Concrete Compressive Strength,Fine_Agg_Copy,Cement_Scaled
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,770.0,35.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,630.0,20.35
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,694.1,25.02
157.0,236.0,0.0,192.0,,935.4,781.2,90,43.38,781.2,15.7
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,748.5,14.13
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,692.6,16.68
122.6,1078.1999999999998,0.0,203.5,0.0,958.2,800.1,90,33.19,800.1,12.26
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,800.0,18.39
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,942.0,10.2
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,942.0,10.2
122.6,183.9,0.0,203.5,0.0,958.2,800.1,-1,24.29,800.1,12.26
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,692.6,16.68
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,806.2,20.0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,849.0,10.83
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,631.0,30.53
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,849.0,10.83
116.0,173.0,0.0,192.0,,909.8,891.9,90,31.02,891.9,11.6
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,748.5,14.13
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,781.2,15.7
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,839.2,13.3
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,694.1,25.02
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,856.8,17.3
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,716.1,19.2
192.0,1078.1999999999998,0.0,192.0,0.0,929.8,716.1,28,39.32,716.1,19.2
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,943.1,15.3
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,717.8,28.8
305.3,1078.1999999999998,0.0,203.5,0.0,965.4,631.0,28,43.38,631.0,30.53
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42,749.1,23.6
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94,856.8,17.3
212.0,1078.1999999999998,0.0,203.5,0.0,973.4,750.0,7,15.03,750.0,21.2
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,749.1,23.6
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,800.0,18.39
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75,692.6,16.68
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,942.0,10.2
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,717.8,28.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,750.0,21.2
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,942.0,10.2
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,856.8,17.3
183.9,122.6,0.0,,0.0,959.2,800.0,28,24.05,800.0,18.39
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,839.2,13.3
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,716.1,19.2
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,839.2,13.3
305.3,203.5,0.0,203.5,,965.4,631.0,3,14.14,631.0,30.53
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,749.1,23.6
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,849.0,10.83
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,781.2,15.7
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52,717.8,28.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,750.0,21.2
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,750.0,21.2
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96,943.1,15.3
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,749.1,23.6
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,891.9,11.6
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,800.0,18.39
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,849.0,10.83
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,630.0,20.35
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,630.0,20.35
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88,839.2,13.3
288.0,192.0,0.0,192.0,,932.0,717.8,90,50.53,717.8,28.8
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,806.2,20.0
200.0,133.0,0.0,192.0,0.0,965.4,806.2,-1,30.44,806.2,20.0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,694.1,25.02
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,800.1,12.26
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,943.1,15.3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,806.2,20.0
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,891.9,11.6
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,856.8,17.3
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,694.1,25.02
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,631.0,30.53
192.0,288.0,0.0,192.0,0.0,1394.6999999999998,716.1,7,21.48,716.1,19.2
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,781.2,15.7
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,943.1,15.3
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,748.5,14.13
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,,891.9,11.6
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,748.5,14.13
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,800.1,12.26
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,692.6,16.68
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,630.0,20.35
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,830.0,31.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,830.0,31.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,830.0,31.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,830.0,31.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,830.0,31.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,821.0,33.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44,821.0,33.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,821.0,33.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,821.0,33.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,821.0,33.1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,809.0,34.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,809.0,34.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,809.0,34.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,809.0,34.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,809.0,34.9
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,789.0,23.8
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,789.0,23.8
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,-1,18.91,769.0,29.6
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,769.0,29.6
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,734.0,29.7
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,721.0,48.0
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,721.0,48.0
397.0,0.0,0.0,186.0,,1040.0,734.0,28,36.94,734.0,39.7
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5,774.0,28.1
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,774.0,28.1
500.0,1078.1999999999998,0.0,200.0,0.0,1125.0,613.0,1,12.64,613.0,50.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,613.0,50.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,613.0,50.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94,613.0,50.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,613.0,50.0
540.0,0.0,0.0,173.0,0.0,1687.5,613.0,7,52.61,613.0,54.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,613.0,54.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,613.0,54.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,613.0,54.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,613.0,54.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,613.0,54.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,775.0,35.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,775.0,35.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,775.0,35.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,775.0,35.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,775.0,35.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72,775.0,35.0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27,763.0,38.5
385.0,0.0,0.0,186.0,,966.0,763.0,3,14.7,763.0,38.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22,763.0,38.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92,763.0,38.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35,763.0,38.5
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0,825.0,33.1
331.0,0.0,0.0,192.0,,978.0,825.0,360,41.24,825.0,33.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99,806.0,34.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,825.0,33.1
382.0,0.0,0.0,186.0,0.0,523.5,739.0,7,24.0,739.0,38.2
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,739.0,38.2
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,784.0,38.2
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,774.0,28.1
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,754.0,33.9
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,754.0,33.9
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,769.0,29.5
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18,769.0,29.5
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,789.0,23.8
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,765.0,29.6
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,765.0,29.6
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39,765.0,29.6
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52,825.0,33.1
331.0,0.0,0.0,,0.0,978.0,825.0,7,16.26,825.0,33.1
331.0,0.0,0.0,192.0,0.0,978.0,825.0,-1,31.45,825.0,33.1
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,825.0,33.1
349.0,0.0,0.0,192.0,,1047.0,806.0,7,18.13,806.0,34.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72,806.0,34.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,806.0,34.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05,806.0,34.9
349.0,0.0,0.0,192.0,0.0,1570.5,806.0,360,42.13,806.0,34.9
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13,817.0,30.2
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,817.0,30.2
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,613.0,52.5
500.0,0.0,0.0,200.0,,1125.0,613.0,90,47.22,613.0,50.0
500.0,0.0,0.0,200.0,,1125.0,613.0,-1,51.04,613.0,50.0
500.0,0.0,0.0,,0.0,1125.0,613.0,270,55.16,613.0,50.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,613.0,54.0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,784.0,25.2
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,784.0,25.2
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,754.0,33.9
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11,758.0,39.3
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58,758.0,39.3
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,758.0,39.3
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0,739.0,38.2
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42,739.0,38.2
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,784.0,25.2
252.0,0.0,0.0,185.0,,1111.0,784.0,28,19.69,784.0,25.2
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99,850.0,31.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,850.0,31.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68,850.0,31.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33,850.0,31.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,850.0,31.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8,613.0,52.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,613.0,52.5
525.0,0.0,0.0,189.0,,1125.0,613.0,14,48.4,613.0,52.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,613.0,52.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78,613.0,52.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,613.0,52.5
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77,800.0,32.2
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,800.0,32.2
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,800.0,32.2
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75,817.0,30.2
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,734.0,39.7
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,721.0,48.0
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,896.0,52.2
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,896.0,52.2
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,680.0,27.3
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76,741.0,16.2
154.0,144.0,112.0,220.0,,923.0,658.0,28,16.5,658.0,15.4
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99,829.0,14.7
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35,695.0,15.2
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69,651.0,31.0
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,,844.0,14.4
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,722.0,30.4
374.0,0.0,0.0,190.0,7.0,506.5,730.0,28,39.05,730.0,37.4
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68,720.0,15.9
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86,684.0,15.3
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3,804.0,31.0
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12,705.0,30.5
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,,772.0,15.1
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61,785.0,14.2
298.0,137.0,107.0,201.0,,878.0,655.0,28,53.52,655.0,29.8
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,774.0,32.1
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,757.0,36.6
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82,805.0,28.0
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,,821.0,25.2
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03,729.0,16.5
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36,698.0,15.6
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.84,710.0,16.0
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64,815.0,29.8
318.0,0.0,126.0,,6.0,861.0,737.0,28,40.06,737.0,31.8
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,,696.0,28.7
326.0,166.0,0.0,174.0,,882.0,790.0,28,61.23,790.0,32.6
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87,778.0,35.6
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3,736.0,13.2
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,709.0,32.2
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,846.0,16.4
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,783.0,31.4
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,780.0,32.1
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23,656.0,14.0
288.0,121.0,0.0,177.0,7.0,1362.0,829.0,28,42.13,829.0,28.8
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87,744.0,29.8
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54,790.0,26.5
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45,688.0,16.0
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91,827.0,16.6
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,,768.0,27.6
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18,813.0,32.2
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69,780.0,14.9
159.0,1078.1999999999998,0.0,176.0,11.0,990.0,789.0,28,32.76,789.0,15.9
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,761.0,26.1
237.0,92.0,71.0,247.0,6.0,853.0,695.0,-1,28.63,695.0,23.7
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8,689.0,31.3
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28,697.0,15.5
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,872.0,14.6
296.0,1078.1999999999998,107.0,221.0,11.0,819.0,778.0,28,31.42,778.0,29.6
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03,795.0,13.3
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,,824.0,31.3
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18,816.0,15.2
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56,689.0,15.3
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,,753.0,14.0
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96,893.0,14.9
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,728.0,30.0
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23,824.0,15.3
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95,830.0,14.8
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68,792.0,32.6
153.0,1078.1999999999998,0.0,178.0,8.0,1000.0,822.0,28,19.01,822.0,15.3
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72,733.0,26.2
158.0,1078.1999999999998,195.0,220.0,11.0,898.0,713.0,28,8.54,713.0,15.8
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,678.0,15.1
273.0,0.0,90.0,199.0,11.0,1396.5,762.0,28,32.24,762.0,27.3
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52,780.0,14.9
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,643.0,14.3
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,763.0,26.0
313.0,161.0,0.0,178.0,10.0,458.5,759.0,28,52.44,759.0,31.3
284.0,120.0,0.0,168.0,7.0,485.0,794.0,28,40.93,794.0,28.4
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86,817.0,33.6
145.0,0.0,134.0,,11.0,979.0,812.0,28,13.2,812.0,14.5
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,675.0,15.0
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87,805.0,14.4
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61,802.0,33.1
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46,697.0,15.5
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79,868.0,15.5
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29,805.0,13.5
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,745.0,26.6
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23,690.0,31.4
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52,822.0,31.3
146.0,173.0,0.0,,3.0,986.0,817.0,28,23.74,817.0,14.6
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14,774.0,14.4
148.0,0.0,182.0,181.0,15.0,839.0,884.0,-1,15.52,884.0,14.8
277.0,117.0,91.0,,7.0,946.0,666.0,28,43.57,666.0,27.7
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86,784.0,29.8
313.0,145.0,0.0,178.0,,1002.0,689.0,28,41.05,689.0,31.3
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99,699.0,15.5
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,760.0,28.9
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92,828.0,14.8
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,869.0,14.5
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,,822.0,31.3
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,764.0,13.6
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,,868.0,15.5
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8,749.0,25.5
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,638.0,16.2
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28,26.97,783.0,13.6
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23,641.0,16.4
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.65,680.0,16.2
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05,704.0,15.7
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58,623.0,14.9
135.0,105.0,193.0,196.0,6.0,965.0,643.0,-1,21.91,643.0,13.5
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88,669.0,15.9
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34,709.0,14.4
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34,612.0,15.4
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89,636.0,16.7
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93,623.0,18.4
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41,614.0,15.6
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63,695.4,23.69
313.3,1078.1999999999998,113.0,178.5,8.0,1001.9,688.7,28,36.8,688.7,31.330000000000002
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29,696.7,15.48
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,871.8,14.59
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,778.4,29.6
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94,795.3,13.309999999999999
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93,824.0,31.330000000000002
151.6,0.0,111.9,184.4,,992.0,815.9,28,12.18,815.9,15.16
153.1,145.0,113.0,,,1001.9,688.7,28,25.56,688.7,15.309999999999999
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,753.4,13.99
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96,892.7,14.95
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,727.6,29.98
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23,824.0,15.309999999999999
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,830.1,14.809999999999999
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63,792.5,32.65
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01,822.2,15.27
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72,732.6,26.189999999999998
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54,712.9,15.84
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,678.0,15.069999999999999
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25,762.2,27.26
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,780.3,14.9
143.0,169.4,142.7,190.7,,967.4,643.5,28,29.73,643.5,14.3
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77,762.9,25.99
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45,759.5,31.29
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93,794.2,28.4
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87,816.8,33.65
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2,811.5,14.48
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43,674.8,15.0
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,805.3,14.37
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,802.3,33.05
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46,696.7,15.48
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79,867.7,15.48
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,804.9,13.469999999999999
266.2,112.3,87.5,,10.4,909.7,744.5,28,39.42,744.5,26.619999999999997
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23,690.2,31.4
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52,822.2,31.27
145.7,172.6,0.0,181.9,,985.8,816.8,28,23.74,816.8,14.569999999999999
